dob,name,subj_id,hundred_m,long_jump,shot_put,high_jump,four_hundred_m,hurdles,discus,pole_vault,javelin,fifteen_hundred_m,age,points,date,athlete_id
1990-03-16,Dominik DISTELBERGER,572,10.73,7.15,13.36,1.88,48.16,14.32,43.08,4.9,60.11,275,27.200547570157426,8046,2017-05-28,218
1980-08-01,Romain BARRAS,1812,11.25,7.15,15.35,1.94,49.74,14.5,45.06,4.9,57.88,271,25.371663244353183,8046,2005-12-15,773
1995-01-14,Hunter VEITH,804,10.72,7.78,13.47,2.1,48.66,14.77,37.47,4.9,55.76,292,23.20328542094456,8046,2018-03-29,332
1998-03-26,Johannes ERM,975,10.86,7.98,13.46,1.98,48.34,14.88,44.21,4.81,55.21,294,20.199863107460644,8046,2018-06-07,404
1989-01-16,Jan Felix KNOBEL,896,11.07,7.37,15.68,1.99,50.28,14.7,44.43,5.06,62.32,305,26.559890485968516,8045,2015-08-09,377
1983-06-06,Christopher HALLMANN,412,10.65,7.19,12.86,1.91,47.87,14.53,41.16,4.7,61.9,266,21.251197809719372,8045,2004-09-05,160
1982-01-12,Hans VAN ALPHEN,753,11.1,7.5,13.35,2,49.58,14.96,46.32,4.46,60.85,261,29.374401095140314,8045,2011-05-29,308
1985-05-03,Carlos Eduardo BEZERRA CHININ,352,10.8,7.69,13.17,1.91,48.86,14.28,48.38,4.5,56.65,282,26.203969883641342,8045,2011-07-17,137
1985-08-26,Oleksiy KASYANOV,1602,10.89,7.4,14.55,1.94,49.08,14.49,45.31,4.7,55.3,275,26.06160164271047,8045,2011-09-18,677
1991-10-27,Adam Sebastian HELCELET,21,11.12,7.18,15.05,2.04,49.55,14.29,40.31,4.87,61.95,286,20.621492128678987,8044,2012-06-10,8
1988-04-28,Mateo SOSSAH,1383,11.31,7.3,13.63,2.08,49.19,14.62,42.44,4.6,58.88,260,21.11978097193703,8044,2009-06-11,583
1974-01-13,Florian SCHÖNBECK,672,11.15,7.41,13.88,1.89,49.61,14.4,47.52,5.1,57.11,282,30.45311430527036,8044,2004-06-27,268
1995-03-16,Tim EHRHARDT,2112,10.67,7.29,14.49,1.93,47.57,15.8,41.4,5.2,53.08,270,23.09924709103354,8044,2018-04-21,897
1977-02-04,Nikolay TISHCHENKO,1576,10.86,7.61,14.5,1.94,49.91,14.4,42.82,4.8,55.08,276,27.312799452429843,8043,2004-05-29,665
1985-08-26,Oleksiy KASYANOV,1602,10.73,7.33,14.63,1.98,49.17,13.92,48.35,4.55,46.98,279,30.067077344284737,8043,2015-09-20,677
1980-08-28,Jaakko OJANIEMI,851,10.67,7.57,14.95,1.91,50.29,15.04,42.41,4.5,66.27,278,24.95003422313484,8042,2005-08-10,359
1981-08-30,André NIKLAUS,184,11.16,7.33,13.84,1.92,48.9,14.57,41.82,5.2,53.91,263,19.86858316221766,8042,2001-07-13,67
1983-08-07,Haifeng QI,747,11.09,7.22,13.05,2.06,49.09,14.54,43.16,4.8,61.04,275,19.175906913073238,8041,2002-10-10,303
1998-05-16,Ondřej KOPECKÝ,1607,11.06,7.47,13.46,1.89,48.54,14.35,44.06,5.1,57.86,283,23.99726214921287,8041,2022-05-15,679
1994-01-21,Basile ROLNIN,269,11.11,7.35,13.32,2.04,50.02,14.57,48.98,4.8,55.57,277,23.42505133470226,8041,2017-06-25,106
1984-02-07,Trey HARDEE,2165,10.48,7.15,13.68,1.97,48.54,14.15,44.75,4.9,50.93,285,20.344969199178646,8041,2004-06-12,924
1985-04-16,Nicklas WIBERG,1544,11.14,6.95,13.55,2.13,49.25,14.7,42.68,4,70.79,260,23.20328542094456,8040,2008-06-29,652
1991-05-17,Ashley BRYANT,237,11.12,7.56,13.74,1.89,50.15,14.68,43.62,4.6,70.37,273,25.141683778234086,8040,2016-07-07,89
1992-04-01,Martin ROE,1367,10.9,7.5,15.22,1.93,49.09,15.15,48.24,4.5,58.3,279,25.363449691991786,8040,2017-08-12,574
1983-12-03,Aleksey DROZDOV,78,11.07,7.24,15.43,2.06,51.11,15.67,50.13,4.5,63.67,279,21.686516084873375,8038,2005-08-10,30
1995-09-15,Jack FLOOD,855,11.1,7.39,14.13,2.08,50.71,14.09,43.79,4.55,56.26,271,25.66461327857632,8038,2021-05-15,363
2000-03-13,Ashley MOLONEY,238,10.41,7.52,13.69,2.03,46.97,14.24,41.98,4.4,56.19,303,19.200547570157426,8038,2019-05-26,90
1993-12-13,Ruben GADO,1831,10.83,7.33,13.55,1.86,48.61,15.04,42.53,5.3,54.5,266,27.498973305954827,8038,2021-06-13,781
1986-07-24,Keisuke USHIRO,1132,11.29,7.45,13.89,2.03,50.58,15.01,47.25,4.7,66.27,282,25.861738535249827,8037,2012-06-03,470
1994-04-25,Janek ÕIGLANE,905,11.17,7.13,15.02,2.03,50.56,14.72,40.96,4.9,65.17,277,23.091033538672143,8037,2017-05-28,380
1993-09-26,Solomon SIMMONS,1971,10.98,7.56,15,1.9,49.95,14.37,41.54,4.65,63.26,278,27.731690622861056,8037,2021-06-20,842
1992-04-01,Martin ROE,1367,11.13,7.38,14.88,1.93,49.9,15.03,46.27,4.7,62.08,272,27.186858316221766,8037,2019-06-09,574
1995-08-13,Tim NOWAK,2115,11.21,7.1,14.56,1.92,50.13,14.72,45.11,4.9,61.86,264,22.729637234770706,8037,2018-05-06,899
1976-08-22,Laurent HERNU,1224,11.32,7.19,14.13,2.03,49.3,14.15,45.34,4.75,57.75,275,26.083504449007528,8037,2002-09-22,512
1992-12-27,Maicel UIBO,1300,11.32,7.37,13.95,2.02,50.82,14.83,46.38,5.5,50.64,278,28.605065023956193,8037,2021-08-05,546
1981-07-23,Dmitriy KARPOV,557,11.01,7.01,16.18,1.98,49.36,14.46,50.27,5.1,48.4,297,31.94798083504449,8037,2013-07-04,214
1988-05-10,Larbi BOURRADA,1214,10.77,7.69,11.9,1.96,47.06,14.61,37.33,4.4,61.81,259,21.032169746748803,8036,2009-05-22,506
1978-11-24,Pavel ANDREYEV,1651,11.36,6.98,15.33,2.07,50.38,14.93,45.69,4.8,61.1,272,25.489390828199863,8036,2004-05-21,704
1974-06-25,Jörg GOEDICKE,1101,11.2,7.64,14.42,2,50.56,14.72,41.81,4.95,59.68,278,27.07460643394935,8036,2001-07-22,456
1988-07-12,Romain MARTIN,1815,11.07,7.08,14.42,2.08,49.87,14.39,39.57,5.01,59.05,278,30.026009582477755,8036,2018-07-22,775
1995-09-15,Jack FLOOD,855,11.18,7.32,14.29,2.11,50.54,14.08,42.89,4.55,58.51,276,25.763175906913073,8036,2021-06-20,363
1977-04-29,Attila ZSIVOCZKY-PANDEL,250,11.13,7.3,13.48,2.01,48.62,14.17,45.67,4.42,55.37,268,27.411362080766597,8036,2004-09-26,96
1980-05-14,Eugène MARTINEAU,636,11.09,7,13.48,2.06,49.66,14.92,41.74,4.8,64.48,264,26.24229979466119,8035,2006-08-11,246
1994-08-28,Hunter PRICE,803,10.83,7.51,14,2.06,49.12,14.81,43.25,4.55,57.08,279,26.71047227926078,8035,2021-05-14,331
1990-12-24,Thomas VAN DER PLAETSEN,2104,11.44,7.42,13.83,2.13,50.28,14.76,43.01,5.3,55.23,287,24.67898699520876,8035,2015-08-29,893
1990-10-23,Akihiko NAKAMURA,48,10.8,7.35,12.44,2.03,47.48,14.21,35.01,4.9,50.4,255,23.60574948665298,8035,2014-06-01,18
1982-01-12,Hans VAN ALPHEN,753,11.11,7.35,14.67,1.88,48.52,14.77,44.3,4.3,65.71,262,25.634496919917865,8034,2007-09-01,308
1987-04-07,Eelco SINTNICOLAAS,599,10.85,7.37,14.18,1.93,48.85,14.43,32.26,5.3,58.82,271,25.34154688569473,8034,2012-08-09,228
1982-06-02,Andres RAJA,152,10.95,7.24,14.4,2.03,49.44,13.9,41.37,4.72,58.59,285,27.301848049281315,8034,2009-09-20,56
1985-08-07,Norman MÜLLER,1591,10.9,7.29,14.55,2,49.55,14.94,40.38,5.06,56.9,273,26.803559206023273,8034,2012-05-27,672
1987-06-27,Luiz Alberto DE ARAUJO,1286,10.95,7.39,15.24,1.92,49.45,14.58,46.79,4.8,52.24,276,27.88501026694045,8034,2015-05-16,537
1996-06-06,Jan DOLEŽAL,894,11.06,7.22,14.84,1.99,49.73,14.72,47.45,4.9,56.69,284,22.028747433264886,8033,2018-06-17,376
1994-05-16,Kristjan ROSENBERG,1185,10.95,7.34,13.27,2.16,49.06,14.91,40.84,5,51.7,276,25.141683778234086,8033,2019-07-07,492
1985-08-07,Norman MÜLLER,1591,11.05,7.44,14.47,1.96,48.38,14.65,41.27,4.7,56.17,266,22.874743326488705,8032,2008-06-22,672
1979-02-12,Stefan DREWS,1978,10.92,7.12,13.44,1.89,47.79,13.97,40.67,5,55.96,269,25.371663244353183,8032,2004-06-27,844
1994-05-16,Kristjan ROSENBERG,1185,10.85,7.33,14.9,2,48.6,15.04,43.46,4.7,54.99,274,27.039014373716633,8032,2021-05-30,492
1996-05-04,Dennis HUTTERER,533,11.1,7.27,14.18,2.08,50.53,15.1,48.41,4.9,53.26,274,22.023271731690624,8032,2018-05-13,204
1980-12-10,Roland SCHWARZL,1809,11.23,7.61,14.54,1.94,50.24,14.37,44.95,5.1,52.66,279,29.467488021902806,8032,2010-05-30,770
1983-03-29,Darius DRAUDVILA,492,10.71,7.52,15.08,2.04,48.43,14.29,44.53,4.55,52.59,302,27.3347022587269,8032,2010-07-29,194
1996-03-07,Harrison WILLIAMS,759,10.69,6.86,13.52,1.92,47.06,14.07,41.66,5,50.94,267,20.257357973990416,8032,2016-06-09,310
1985-08-26,Oleksiy KASYANOV,1602,10.72,7.45,14.32,2.05,49.22,14.47,44.81,4.56,46.48,270,25.065023956194388,8032,2010-09-19,677
1997-01-17,Rik TAAM,1781,10.8,7.07,14.52,1.97,48.92,14.62,42.23,4.7,57.53,266,23.63586584531143,8031,2020-09-06,757
1992-08-06,Mathias BRUGGER,1387,11.02,7.04,15.09,1.92,48.63,14.55,43.08,5,54.06,268,24.750171115674195,8031,2017-05-07,585
1995-01-13,Cedric DUBLER,361,10.85,7.32,12.09,2.13,48.43,14.05,41.6,5,51.66,287,24.449007529089666,8031,2019-06-26,138
1995-03-04,Taavi TŠERNJAVSKI,2036,11.15,7.33,14.96,1.88,49.46,14.55,48.15,4.75,57.7,274,25.796030116358658,8030,2020-12-19,867
1991-01-11,Ilya SHKURENYOV,821,11.38,7.34,13.24,2.03,50.15,14.46,41.81,5.2,56.14,279,21.39356605065024,8030,2012-06-03,341
1995-01-13,Cedric DUBLER,361,10.92,7.61,12.83,2.06,48.47,14.2,44.01,5,51.84,298,27.55920602327173,8030,2022-08-05,138
1978-04-02,Chiel WARNERS,379,11.11,7.6,14.31,1.98,48.68,14.23,41.1,4.92,51.77,278,26.48596851471595,8030,2004-09-26,147
1983-12-03,Aleksey DROZDOV,78,11.16,7.35,15.89,2.07,50.88,15.63,44.39,4.85,60.74,280,26.652977412731005,8029,2010-07-29,30
1982-06-02,Andres RAJA,152,10.83,7.45,14.76,2.03,50.02,14.05,41.6,4.4,57.05,277,27.991786447638603,8029,2010-05-30,56
1981-07-23,Dmitriy KARPOV,557,11.07,6.97,16.02,2,50.64,14.63,50.79,4.9,55.89,293,27.920602327173167,8029,2009-06-24,214
2000-02-07,Simon EHAMMER,1948,10.85,8.11,13.09,2.04,48.65,14.06,35.23,4.9,53.06,292,20.44626967830253,8029,2020-07-19,829
1997-12-15,Ituah ENAHORO,838,10.84,7.64,14.44,1.9,48.02,14.86,46.65,4.45,51.57,267,19.62217659137577,8028,2017-07-30,352
1987-09-01,Leonel SUÁREZ,1239,11.36,7,13.79,2.05,51.94,14.58,44.45,4.9,69.74,274,27.734428473648187,8027,2015-05-27,518
1991-09-27,Dakotah KEYS,452,11.13,7.45,13.65,2.08,50.95,14.67,37.15,4.85,62.29,264,22.55715263518138,8027,2014-04-18,177
1990-12-24,Thomas VAN DER PLAETSEN,2104,11.22,7.48,13.07,2.05,51.32,14.6,47.66,5.2,56.53,288,29.760438056125942,8027,2020-09-27,893
1996-01-22,Pierce LEPAGE,1694,10.46,7.75,14.18,2.02,48.01,14.69,40.79,4.86,48.88,298,20.657084188911703,8027,2016-09-18,720
1987-09-01,Leonel SUÁREZ,1239,11.17,7.14,13.84,2.05,50.53,14.57,44.72,4.7,64,274,30.910335386721425,8026,2018-07-30,518
1979-03-22,Claston BERNARD,420,10.88,7.33,14.05,2.09,48.84,14.22,43.18,4.2,60.72,283,25.190965092402465,8026,2004-05-30,162
1971-03-21,Zsolt KÜRTÖSI,2363,11.14,6.89,15.07,2.04,48.68,14.14,47.14,4.7,57.03,290,30.28062970568104,8026,2001-07-01,1003
1981-07-23,Dmitriy KARPOV,557,10.92,7.14,16.95,2.03,50.79,15.03,48.61,4.9,53.62,297,29.34154688569473,8026,2010-11-25,214
1991-10-27,Adam Sebastian HELCELET,21,11.28,7.3,14.87,1.98,50.66,14.66,47.49,4.75,66.62,291,29.49486652977413,8025,2021-04-25,8
1981-03-21,Aleksandr PARKHOMENKO,70,11.47,7.17,15.82,2,50.55,15.11,41.71,5,63.8,270,24.28473648186174,8025,2005-07-03,25
1979-07-16,Rudy BOURGUIGNON,1834,10.91,7.28,14.3,1.89,50.31,15.03,42.55,5.2,59.7,270,26.17659137577002,8025,2005-09-18,782
1993-08-06,Karl Robert SALURI,1114,10.55,7.49,13.98,1.84,47.76,15.36,40.43,5,57.12,271,24.016427104722794,8025,2017-08-12,463
1985-03-02,Jangy ADDY,906,10.77,7.2,15.63,1.96,48.61,13.73,47.08,4.4,57.1,305,23.329226557152634,8025,2008-06-30,381
1980-08-01,Romain BARRAS,1812,11.24,7.08,14.51,1.92,48.89,14.33,42.65,4.85,63.49,273,24.95277207392197,8024,2005-07-15,773
1980-09-28,Maurice SMITH,1424,11.02,7,15.56,1.95,49.53,14.15,50.94,4.3,57.1,277,23.50718685831622,8024,2004-04-01,598
1995-01-13,Cedric DUBLER,361,10.86,7.47,11.49,2.13,48.18,14.3,38.89,4.9,51.82,272,21.596167008898014,8024,2016-08-18,138
1969-07-28,Jón Arnar MAGNÚSSON,1099,10.93,7.45,15.24,2.03,49.27,14.64,42.56,4.9,62.51,315,33.95756331279945,8023,2003-07-13,455
1992-04-01,Martin ROE,1367,10.91,7.42,15.11,1.91,49.93,15.24,47.31,4.5,62.48,274,27.148528405201915,8023,2019-05-26,574
1980-09-28,Maurice SMITH,1424,10.85,6.81,15.24,1.91,49.27,14.01,49.02,4.2,61.52,272,23.904175222450377,8023,2004-08-24,598
1986-01-04,Andrei KRAUCHANKA,148,11.35,7.26,14.16,2.06,50.16,14.44,43.22,5,60.56,284,25.702943189596166,8023,2011-09-18,55
1994-03-04,Steven BASTIEN,2008,10.71,7.49,13.3,2,48.63,14.53,39.17,4.7,57.23,272,25.39356605065024,8023,2019-07-26,856
1982-06-02,Andres RAJA,152,10.97,7.43,14.8,1.98,49.45,13.84,41.84,4.7,56.38,287,28.0684462696783,8023,2010-06-27,56
1988-01-21,Ashton EATON,239,10.66,7.58,11.61,2.05,47.54,14.08,38.28,4.55,53.7,268,21.256673511293634,8023,2009-04-24,91
1982-01-24,Hamdi DHOUIBI,749,10.67,7.43,12.85,1.94,47.04,14.56,41.17,4.8,52.83,271,23.54277891854894,8023,2005-08-10,305
1981-04-25,Jon Ryan HARLAN,993,11.1,7.08,15.92,2.1,50.8,14.02,44.04,4.7,61.17,303,25.39630390143737,8022,2006-09-17,410
1989-10-22,Bastien AUZEIL,270,11.14,7.34,14.61,1.96,49.48,14.56,44.22,5,58.58,285,23.72347707049966,8022,2013-07-13,107
1995-02-16,Fredrik SAMUELSSON,690,11.1,7.4,14.02,2,49.76,14.65,45.19,4.8,56.39,274,24.27104722792608,8022,2019-05-26,278
1998-03-12,Maximilian VOLLMER,1438,10.74,7.17,15.12,1.94,47.84,14.59,40.86,4.7,55.57,274,24.09034907597536,8022,2022-04-14,603
1978-10-25,Vitaliy SMIRNOV,2238,10.91,7.18,13.8,2.03,48.82,14.69,42.72,4.6,62.23,277,24.91170431211499,8021,2003-09-23,948
2001-07-27,Sven ROOSEN,2025,10.83,7.14,14.13,1.84,47.69,14.45,38.4,4.8,59.74,258,21.05407255304586,8021,2022-08-16,864
1980-02-04,Nikolay AVERYANOV,1573,10.55,7.34,14.44,1.94,49.72,14.39,39.88,4.8,54.51,271,24.553045859000683,8021,2004-08-24,663
1972-05-11,Tomáš DVOŘÁK,2144,11.09,7.63,16.7,1.91,50.6,14.98,42.22,4.6,66.56,289,35.10746064339494,8020,2007-06-20,912
1985-05-04,Nikolay SHUBENOK,1575,11.26,7.15,14.59,1.98,49.58,14.54,44.72,4.6,62.68,269,22.17659137577002,8020,2007-07-08,664
2001-07-27,Sven ROOSEN,2025,10.92,7.21,14.44,1.84,48.27,14.54,43.02,4.55,61.01,260,20.914442162902123,8020,2022-06-26,864
1991-01-28,Kai KAZMIREK,1108,10.96,7.15,13.89,2.02,48.34,14.39,42.55,4.75,58.36,281,26.636550308008214,8020,2017-09-17,460
1982-06-02,Andres RAJA,152,10.96,7.44,14.4,2.02,49.48,14.02,43.44,4.6,57.95,291,28.213552361396303,8020,2010-08-19,56
1981-08-30,André NIKLAUS,184,11.19,7.21,13.87,1.97,49.95,14.5,42.68,5.1,57.55,268,21.99041752224504,8020,2003-08-27,67
2000-07-22,Dario DESTER,490,10.76,7.41,13.94,1.93,48.04,14.55,41.12,4.9,55.67,280,21.927446954141,8020,2022-06-26,193
1998-03-26,Johannes ERM,975,10.99,7.78,14.02,2.01,48.55,14.64,39.75,4.67,55.5,278,20.032854209445585,8020,2018-04-07,404
1971-03-15,Rolf SCHLÄFLI,1810,11.07,7.28,15.53,1.88,48.69,14.8,42.94,4.7,65.14,282,32.2135523613963,8019,2003-06-01,771
1993-09-26,Solomon SIMMONS,1971,10.67,7.25,14.3,1.87,49.22,14.32,45.78,4.65,60.94,284,24.736481861738536,8019,2018-06-22,842
1983-08-07,Haifeng QI,747,11.15,7.27,13.29,1.98,49.19,14.74,46.41,4.7,57.86,263,18.067077344284737,8019,2001-08-31,303
1994-07-30,Felipe DOS SANTOS,650,10.37,7.52,14.22,2.03,48.65,14.1,42.38,4.5,47.88,288,20.980150581793293,8019,2015-07-23,253
1987-04-07,Eelco SINTNICOLAAS,599,11.07,7.14,13.33,1.96,49.21,14.36,39.12,5.27,59.39,273,26.442162902121833,8018,2013-09-15,228
1987-04-07,Eelco SINTNICOLAAS,599,10.94,7.3,12.75,1.93,49.12,14.52,39.42,5.26,58.48,270,23.45242984257358,8018,2010-09-19,228
1977-04-29,Attila ZSIVOCZKY-PANDEL,250,11.44,7,15.13,2.09,50.58,14.82,46.8,4.8,59.63,275,30.340862422997947,8017,2007-09-01,96
1992-04-01,Martin ROE,1367,10.82,7.55,14.99,1.88,49.7,15.5,47.89,4.8,58.74,281,26.151950718685832,8017,2018-05-27,574
1992-12-27,Maicel UIBO,1300,11.17,7.44,12.24,2.11,51.82,14.67,45.44,4.9,58.24,268,20.44079397672827,8017,2013-06-06,546
1992-04-01,Martin ROE,1367,10.89,7.52,14.35,1.92,50.56,15.33,46.19,4.8,64.66,282,29.19917864476386,8016,2021-06-13,574
1980-01-10,Aleksandr POGORELOV,71,11.15,7.63,14.76,2.09,51.28,14.37,42.03,4.9,58.03,296,22.576317590691307,8016,2002-08-08,26
1985-08-26,Oleksiy KASYANOV,1602,10.76,7.42,14.59,1.99,49.87,14.21,46.99,4.55,50.4,280,32.06023271731691,8016,2017-09-17,677
1990-01-30,Artem LUKYANENKO,223,11.35,7.24,14.43,2,49.71,14.52,43.56,5.1,58.35,280,28.542094455852155,8015,2018-08-16,80
1999-11-11,Lucas VAN KLAVEREN,1276,11.1,7.21,13.6,1.95,46.77,14.38,37.82,4.81,57.5,264,22.576317590691307,8015,2022-06-09,534
1994-03-04,Steven BASTIEN,2008,10.68,7.43,12.91,2.04,47.49,14.73,40.1,4.81,51.42,274,23.263518138261464,8015,2017-06-08,856
1982-12-30,Willem COERTZEN,2271,11,7.29,13.74,2,48.74,14.37,41.02,4.4,64.59,272,28.27652292950034,8014,2011-04-10,959
1988-05-10,Larbi BOURRADA,1214,10.83,7.54,12.64,1.99,50.15,14.62,38.92,4.7,63.72,265,26.171115674195757,8014,2014-07-12,506
1986-07-30,Arthur ABELE,224,10.87,6.97,15.03,1.98,49.02,14.12,44.66,4.5,64.13,293,30.053388090349078,8013,2016-08-18,81
1978-10-25,Vitaliy SMIRNOV,2238,11.25,7.14,14.66,1.92,49.78,14.78,47.2,4.7,63.8,271,29.727583846680357,8013,2008-07-17,948
1988-07-12,Romain MARTIN,1815,10.93,7.38,14.5,2.05,49.96,14.27,38.51,4.6,59.15,274,24.90075290896646,8013,2013-06-06,775
1987-04-28,Yunior DIAZ,2342,10.71,7.58,14.31,1.97,47.16,14.49,43.81,4.1,56.41,280,22.184804928131417,8013,2009-07-04,992
1986-01-04,Andrei KRAUCHANKA,148,11.14,7.34,12.83,2.12,48.95,14.28,40.69,4.6,54.86,264,20.39425051334702,8013,2006-05-28,55
1986-07-30,Arthur ABELE,224,10.98,7.47,12.93,1.91,48.25,14.32,38.79,4.3,67.09,259,19.82751540041068,8012,2006-05-28,81
1993-02-24,Florian OBST,671,10.76,7.28,15.54,1.86,48.81,14.78,50.97,4.7,55.31,294,25.308692676249144,8012,2018-06-17,267
1981-04-25,Jon Ryan HARLAN,993,11.17,6.66,16.51,2.05,52.04,14.48,46.37,4.95,65.1,296,30.16290212183436,8011,2011-06-24,410
1990-07-22,Curtis BEACH,443,10.68,7.57,12.57,1.99,48.21,14.67,36.37,5.1,47.01,257,22.68309377138946,8011,2013-03-28,174
1985-03-18,Chris HELWICK,386,11.34,6.98,13.8,1.99,50.2,15.26,44.25,4.9,67.35,261,23.28542094455852,8010,2008-06-30,150
1988-02-05,Yevgeniy SARANTSEV,2314,11.31,7.2,15.14,2.01,50.21,15.19,43.17,4.9,63.03,273,29.57700205338809,8010,2017-09-03,980
1980-08-01,Romain BARRAS,1812,11.33,7.15,15.22,1.98,49.75,14.58,43.2,4.6,61.83,266,30.872005475701574,8010,2011-06-16,773
1995-02-16,Fredrik SAMUELSSON,690,10.98,7.21,13.98,1.99,48.99,14.35,43.21,4.7,59.1,277,22.412046543463383,8010,2017-07-16,278
1985-03-02,Jangy ADDY,906,10.58,7.25,16.32,1.89,48.58,13.7,46.08,4.35,54.7,302,23.20602327173169,8010,2008-05-16,381
1975-08-13,Stephen MOORE,2003,10.8,7.33,12.87,2.02,47.18,14.44,42.28,4.6,54.34,275,27.857631759069132,8010,2003-06-22,853
1996-03-07,Harrison WILLIAMS,759,10.85,7.32,13.84,2.01,47.19,14.55,39.3,5.11,47.91,279,23.247091033538673,8010,2019-06-06,310
1986-05-28,Ingmar VOS,827,10.9,7.21,13.78,2.02,49.99,14.51,42.39,4.4,64.27,268,23.23066392881588,8009,2009-08-20,346
1987-09-17,Rene STAUSS,1760,11.3,7.22,14.23,2.11,50.76,15.4,47.21,4.95,58.58,277,29.867214236824093,8009,2017-07-30,750
1992-08-06,Mathias BRUGGER,1387,11.02,7.21,14.86,1.96,48.91,14.68,43.59,4.86,52.93,269,23.006160164271048,8009,2015-08-09,585
1985-08-26,Oleksiy KASYANOV,1602,10.96,7.72,15.69,1.9,50.38,14.43,49.3,4.8,48.83,291,35.75633127994524,8009,2021-05-29,677
1980-08-01,Romain BARRAS,1812,11.54,6.99,15.14,1.99,49.28,14.43,44.17,4.7,64.08,272,22.926762491444215,8008,2003-07-06,773
1975-08-13,Stephen MOORE,2003,10.78,7.18,13.45,2.09,48.08,14.4,41.04,4.8,53.12,283,26.803559206023273,8008,2002-06-02,853
1979-05-15,Aleksandr SHTEPA,72,10.9,7.1,16.25,1.91,51.26,14.96,49.4,4.6,60.02,277,23.028062970568104,8007,2002-05-25,27
1980-08-01,Romain BARRAS,1812,11.25,6.9,15.31,2.04,50.01,14.63,42.73,4.9,59.6,273,34.92402464065709,8007,2015-07-05,773
1990-12-24,Thomas VAN DER PLAETSEN,2104,11.14,7.67,14,2.06,50.26,14.78,44.46,5.2,59.41,314,27.422313483915126,8007,2018-05-27,893
1997-06-17,Maksim ANDRALOITS,1303,10.98,7.21,15.48,2.04,49.83,14.61,47.93,4.9,54.03,302,24.024640657084188,8007,2021-06-26,548
1980-08-28,Jaakko OJANIEMI,851,10.68,7.5,14.97,1.94,49.12,15.01,40.35,4.6,59.26,275,23.98904859685147,8006,2004-08-24,359
1993-02-23,Zachery ZIEMEK,2354,10.81,7.57,13.38,2.04,49.89,15.29,44.19,5.2,56.5,296,22.510609171800137,8006,2015-08-29,997
1992-10-24,Pau TONNESEN,1645,11.26,7.21,13.76,2.08,50.85,14.57,43.07,5.4,55.13,286,24.799452429842574,8006,2017-08-12,700
1988-11-21,Yordani GARCÍA,2325,10.89,6.57,15.22,2.09,49.95,14.19,44.86,4.6,59.77,282,23.564681724845997,8005,2012-06-15,986
1993-02-24,Florian OBST,671,10.73,7.23,15.25,1.89,48.4,14.72,44.08,4.75,58.11,286,25.245722108145106,8005,2018-05-25,267
1995-02-16,Fredrik SAMUELSSON,690,11.04,7.52,13.99,2.08,49.6,14.7,43.94,4.5,56.91,278,23.474332648870636,8005,2018-08-08,278
1994-03-04,Steven BASTIEN,2008,10.81,7.7,13.38,1.99,48.74,15.04,40.43,4.7,53.86,265,28.542094455852155,8005,2022-09-18,856
1997-10-12,Andy PRECIADO,189,10.95,6.87,14.16,2.07,51.28,14.23,49.88,4.5,61.74,285,23.633127994524298,8004,2021-05-31,69
1991-10-27,Adam Sebastian HELCELET,21,11.06,7.16,14.99,1.96,49.41,14.35,45.4,4.6,61.54,284,29.7741273100616,8004,2021-08-05,8
1994-07-30,Felipe DOS SANTOS,650,10.49,6.81,13.97,2.02,49.15,14.04,40.64,4.8,61.33,292,27.696098562628336,8004,2022-04-10,253
1975-04-13,Benjamin JENSEN,291,10.87,6.94,14.85,1.85,48.77,14.3,40.38,5,58.51,267,26.12183436002738,8004,2001-05-27,117
1976-08-22,Laurent HERNU,1224,11.37,7.56,14.41,1.86,51.1,15.06,44.99,4.82,57.19,285,28.095824777549623,8004,2004-09-26,512
1987-02-18,Moritz CLEVE,1506,10.75,7.31,14.34,1.95,48.39,14.28,41.04,4.35,56.11,264,22.239561943874058,8004,2009-05-16,635
1984-01-03,Robert Jacob ARNOLD,1790,11.14,6.86,14.73,2.06,49.02,14.72,43.7,5.1,56.01,283,23.66050650239562,8004,2007-09-01,762
1989-06-07,Eduard MIKHAN,595,11.11,7.32,13.95,1.95,48.81,14.82,46.38,4.9,52.33,268,25.078713210130047,8004,2014-07-06,226
1984-04-19,Mikhail LOGVINENKO,1485,11.26,7.25,13.77,1.97,48.72,14.32,46.26,5.1,46.75,269,27.140314852840522,8004,2011-06-10,623
1984-07-16,Attila SZABÓ,249,11.25,7.28,15.22,1.92,49.83,14.87,45.32,4.55,68.87,280,27.964407939767284,8003,2012-07-03,95
1983-07-18,Mikk PAHAPILL,1489,11.06,7.27,15.36,2.06,51.44,15.37,45.81,4.8,63.53,288,22.064339493497606,8003,2005-08-10,626
1986-05-28,Ingmar VOS,827,10.89,7.53,13.95,2.06,50.12,14.66,40.03,4.3,60.97,265,23.00889801505818,8003,2009-05-31,346
1987-07-01,Michael SCHRADER,1459,11.03,7.41,13,1.91,48.82,14.37,40.1,5,57.94,266,23.156741957563312,8003,2010-08-27,612
1985-08-07,Norman MÜLLER,1591,11.08,7.24,14.88,2,48.74,14.83,41.12,4.8,55.41,268,26.8911704312115,8003,2012-06-28,672
1995-08-04,Fredriech PRETORIUS,689,10.74,7.39,13.3,1.96,49.98,14.61,41.26,4.6,61.38,266,21.620807665982205,8002,2017-03-18,277
